EXP,plant,rep,PEG,Temp,Weiss,Hoaglands,IFW,FFW,SFFW,RFFW,CFW,TDW,SDW,RDW,TWC,SWC,RWC,DR:S,WCR:S ,WU,RL,RSA,RAD,RV,RT,CFW/WU
1E,B289,1,15%,18°C,3,Hg50,0.322,0.392,0.31,0.082,0.07,0.0512,0.0383,0.0129,0.3408,0.2717,0.0691,0.336814621,0.254324623,6.67,44.5568,11.8619,0.8474,0.251,351,0.0105
2E,B285,4,15%,18°C,3,Hg50,0.33,0.487,0.369,0.118,0.157,0.0473,0.0371,0.0102,0.4397,0.3319,0.1078,0.274932615,0.324796625,8.33,34.9379,15.1096,1.3766,0.52,476,0.01884
2E,B285,1,15%,18°C,3,Hg50,0.336,0.486,0.347,0.139,0.15,0.0483,0.0352,0.0131,0.4377,0.3118,0.1259,0.372159091,0.403784477,5.33,38.8198,13.9314,1.1423,0.398,427,0.028125
2E,B289,1,15%,18°C,3,Hg50,0.336,0.719,0.683,0.036,0.383,0.0334,0.0226,0.0108,0.6856,0.6604,0.0252,0.477876106,0.038158692,10.33,45.867,11.3077,0.7847,0.222,370,0.037064516
2E,B284,5,15%,18°C,3,Hg50,0.403,0.608,0.46,0.148,0.205,0.0689,0.0518,0.0171,0.5391,0.4082,0.1309,0.33011583,0.320676139,4.33,11.4568,17.4537,4.8493,2.116,399,0.047307692
2E,B284,1,15%,18°C,3,Hg50,0.438,0.605,0.439,0.166,0.167,0.0618,0.0439,0.0179,0.5432,0.3951,0.1481,0.407744875,0.374841812,3.33,34.0189,19.3383,1.8095,0.875,565,0.0501
2E,Bow,4,15%,18°C,3,Hg50,0.446,0.622,0.381,0.241,0.176,0.0563,0.0385,0.0178,0.5657,0.3425,0.2232,0.462337662,0.651678832,5.33,113.7204,29.0753,0.8138,0.592,1457,0.033
2E,Bow,3,15%,18°C,3,Hg50,0.459,0.652,0.423,0.229,0.193,0.0739,0.0528,0.0211,0.5781,0.3702,0.2079,0.399621212,0.561588331,8.33,88.7752,21.6966,0.7779,0.422,462,0.02316
2E,Ant,5,15%,18°C,3,Hg50,0.466,0.609,0.452,0.157,0.143,0.0686,0.0502,0.0184,0.5404,0.4018,0.1386,0.366533865,0.344947735,9.67,53.7387,20.3533,1.2056,0.613,785,0.014793103
1E,Bow,1,15%,18°C,3,Hg50,0.488,0.4,0.277,0.123,-0.088,0.0545,0.0405,0.014,0.3455,0.2365,0.109,0.345679012,0.460887949,5.67,56.4581,20.3916,1.1497,0.586,656,-0.015529412
2E,Ant,2,15%,18°C,3,Hg50,0.493,0.687,0.476,0.211,0.194,0.0818,0.061,0.0208,0.6052,0.415,0.1902,0.340983607,0.458313253,11.67,66.9066,23.041,1.0962,0.631,843,0.016628571
2E,B285,3,15%,18°C,3,Hg50,0.495,0.7,0.499,0.201,0.205,0.0619,0.0459,0.016,0.6381,0.4531,0.185,0.348583878,0.408298389,6.33,56.5132,23.7016,1.335,0.791,928,0.032368421
2E,Ant,1,15%,18°C,3,Hg50,0.495,0.77,0.505,0.265,0.275,0.0848,0.06,0.0248,0.6852,0.445,0.2402,0.413333333,0.539775281,12.67,37.7109,26.0288,2.197,1.43,731,0.021710526
2E,Ant,3,15%,18°C,3,Hg50,0.5,0.625,0.419,0.206,0.125,0.0669,0.0485,0.0184,0.5581,0.3705,0.1876,0.379381443,0.50634278,10.67,32.5845,25.3243,2.4739,1.566,822,0.01171875
3E,B285,3,15%,18°C,1,Hg50,0.51,0.695,0.489,0.206,0.185,0.076,0.063,0.013,0.619,0.426,0.193,0.206349206,0.453051643,5.67,154.0871,53.9697,1.1149,1.504,1948,0.032647059
1E,B289,5,15%,18°C,3,Hg50,0.516,0.223,0.156,0.067,-0.293,0.0536,0.0429,0.0107,0.1694,0.1131,0.0563,0.249417249,0.497789567,1.67,48.8875,15.8808,1.034,0.411,557,-0.1758
4E,Ant,5,15%,18°C,1,Hg50,0.54,0.24,0.125,0.115,-0.3,0.0675,0.048,0.0195,0.1725,0.077,0.0955,0.40625,1.24025974,0.00,36.9592,13.7553,1.1847,0.407,541,#DIV/0!
2E,B284,4,15%,18°C,3,Hg50,0.543,0.357,0.234,0.123,-0.186,0.0537,0.0428,0.0109,0.3033,0.1912,0.1121,0.254672897,0.586297071,0.33,25.6285,13.6766,1.6987,0.581,473,-0.558
1E,Ant,2,15%,18°C,3,Hg50,0.545,0.53,0.364,0.166,-0.015,0.0769,0.0575,0.0194,0.4531,0.3065,0.1466,0.337391304,0.478303426,6.67,83.9448,23.3773,0.8864,0.518,1029,-0.00225
1E,B289,3,15%,18°C,3,Hg50,0.545,0.593,0.47,0.123,0.048,0.0801,0.0636,0.0165,0.5129,0.4064,0.1065,0.259433962,0.262057087,9.67,70.7568,20.5002,0.9222,0.473,604,0.004965517
3E,B285,2,15%,18°C,1,Hg50,0.55,0.51,0.33,0.18,-0.04,0.0609,0.0501,0.0108,0.4491,0.2799,0.1692,0.215568862,0.604501608,2.67,222.1516,46.7628,0.67,0.783,1675,-0.015
1E,B284,2,15%,18°C,3,Hg50,0.571,0.458,0.35,0.108,-0.113,0.0645,0.047,0.0175,0.3935,0.303,0.0905,0.372340426,0.298679868,4.67,36.7526,17.3971,1.5067,0.655,372,-0.024214286
2E,Ant,4,15%,18°C,3,Hg50,0.578,0.747,0.496,0.251,0.169,0.0816,0.0598,0.0218,0.6654,0.4362,0.2292,0.364548495,0.525447043,9.67,88.7668,29.8808,1.0715,0.8,1300,0.017482759
2E,B284,2,15%,18°C,3,Hg50,0.589,0.583,0.39,0.193,-0.006,0.0708,0.0547,0.0161,0.5122,0.3353,0.1769,0.294332724,0.527587235,2.33,7.079,21.5636,9.6962,5.227,605,-0.002571429
1E,Ant,5,15%,18°C,3,Hg50,0.603,0.72,0.52,0.2,0.117,0.102,0.074,0.028,0.618,0.446,0.172,0.378378378,0.385650224,9.67,71.4591,26.0989,1.1626,0.759,748,0.012103448
1E,B284,1,15%,18°C,3,Hg50,0.605,0.617,0.472,0.145,0.012,0.0762,0.057,0.0192,0.5408,0.415,0.1258,0.336842105,0.30313253,5.67,88.5329,26.2257,0.9429,0.618,805,0.002117647
1E,B285,1,15%,18°C,3,Hg50,0.606,0.567,0.406,0.161,-0.039,0.0722,0.0554,0.0168,0.4948,0.3506,0.1442,0.303249097,0.411294923,6.67,61.2313,25.4199,1.3214,0.84,866,-0.00585
1E,B284,3,15%,18°C,3,Hg50,0.611,0.27,0.187,0.083,-0.341,0.0592,0.0459,0.0133,0.2108,0.1411,0.0697,0.289760349,0.493975904,0.67,135.8508,23.0984,0.5412,0.313,966,-0.5115
1E,Bow,2,15%,18°C,3,Hg50,0.618,0.537,0.353,0.184,-0.081,0.0713,0.0535,0.0178,0.4657,0.2995,0.1662,0.33271028,0.554924875,5.67,65.8944,28.5398,1.3786,0.984,1127,-0.014294118
1E,B289,2,15%,18°C,3,Hg50,0.621,0.615,0.479,0.136,-0.006,0.0856,0.0664,0.0192,0.5294,0.4126,0.1168,0.289156627,0.283082889,6.67,62.876,23.9252,1.2112,0.724,851,-0.0009
3E,B289,1,15%,18°C,1,Hg50,0.626,0.82,0.566,0.254,0.194,0.086,0.068,0.018,0.734,0.498,0.236,0.264705882,0.473895582,6.67,89.0535,33.4393,1.1952,0.999,1174,0.0291
1E,B284,4,15%,18°C,3,Hg50,0.659,0.694,0.455,0.239,0.035,0.0966,0.0752,0.0214,0.5974,0.3798,0.2176,0.284574468,0.572933123,5.67,84.6134,33.0126,1.2419,1.025,1061,0.006176471
3E,B284,1,15%,18°C,1,Hg50,0.66,0.873,0.551,0.322,0.213,0.0982,0.0718,0.0264,0.7748,0.4792,0.2956,0.367688022,0.616861436,5.67,118.4749,32.1378,0.8635,0.694,1063,0.037588235
3E,Ant,1,15%,18°C,1,Hg50,0.66,0.946,0.626,0.32,0.286,,0.081,,,0.545,,,,8.67,,,,,,0.033
1E,B285,2,15%,18°C,3,Hg50,0.661,0.876,0.418,0.458,0.215,0.0727,0.0556,0.0171,0.8033,0.3624,0.4409,0.307553957,1.216611479,3.67,111.8358,25.2988,0.7201,0.455,1081,0.058636364
3E,B285,5,15%,18°C,1,Hg50,0.675,0.3,0.212,0.088,-0.375,0.0614,0.0484,0.013,0.2386,0.1636,0.075,0.268595041,0.458435208,0.67,264.6513,72.3654,0.8704,1.575,3228,-0.5625
2E,B290,3,15%,18°C,3,Hg50,0.682,0.908,0.67,0.238,0.226,0.0989,0.0718,0.0271,0.8091,0.5982,0.2109,0.377437326,0.352557673,13.33,54.8738,34.8726,2.0229,1.764,1205,0.01695
3E,Ant,2,15%,18°C,1,Hg50,0.682,0.965,0.647,0.318,0.283,,0.0796,,,0.5674,,,,7.67,,,,,,0.036913043
3E,B284,4,15%,18°C,1,Hg50,0.684,0.939,0.603,0.336,0.255,0.1038,0.078,0.0258,0.8352,0.525,0.3102,0.330769231,0.590857143,6.67,72.7707,35.2727,1.5429,1.361,1179,0.03825
2E,B289,5,15%,18°C,3,Hg50,0.685,0.638,0.536,0.102,-0.047,0.0764,0.056,0.0204,0.5616,0.48,0.0816,0.364285714,0.17,14.33,71.7814,21.8881,0.9706,0.531,691,-0.00327907
2E,B290,2,15%,18°C,3,Hg50,0.689,0.921,0.65,0.271,0.232,0.0915,0.0656,0.0259,0.8295,0.5844,0.2451,0.394817073,0.419404517,7.33,44.1269,36.8586,2.6588,2.45,1209,0.031636364
2E,B289,3,15%,18°C,3,Hg50,0.704,0.188,0.111,0.077,-0.516,0.1021,0.0766,0.0255,0.0859,0.0344,0.0515,0.332898172,1.497093023,10.33,42.7602,29.5712,2.2013,1.627,870,-0.049935484
2E,B285,2,15%,18°C,3,Hg50,0.709,0.651,0.419,0.232,-0.058,0.0675,0.0494,0.0181,0.5835,0.3696,0.2139,0.366396761,0.578733766,3.33,70.4131,29.473,1.3324,0.982,1130,-0.0174
1E,Bow,4,15%,18°C,3,Hg50,0.715,0.32,0.165,0.155,-0.395,0.0625,0.0477,0.0148,0.2575,0.1173,0.1402,0.310272537,1.195225916,0.67,45.2403,25.1592,1.7702,1.113,875,-0.5925
1E,B284,5,15%,18°C,3,Hg50,0.732,0.927,0.65,0.277,0.195,0.1322,0.0962,0.036,0.7948,0.5538,0.241,0.374220374,0.435175153,8.67,93.5512,34.7806,1.1834,1.029,737,0.0225
1E,B289,4,15%,18°C,3,Hg50,0.741,0.623,0.392,0.231,-0.118,0.0994,0.0764,0.023,0.5236,0.3156,0.208,0.30104712,0.659062104,5.67,90.3697,28.342,0.9983,0.707,1036,-0.020823529
1E,Ant,4,15%,18°C,3,Hg50,0.742,0.913,0.627,0.286,0.171,0.096,0.077,0.019,0.817,0.55,0.267,0.246753247,0.485454545,10.67,175.3697,39.0527,0.7088,0.692,1854,0.01603125
2E,Bow,5,15%,18°C,3,Hg50,0.751,1.063,0.74,0.323,0.312,0.1054,0.0754,0.03,0.9576,0.6646,0.293,0.397877984,0.440866687,9.33,51.6582,41.3921,2.5505,2.639,1180,0.033428571
1E,Bow,5,15%,18°C,3,Hg50,0.757,0.673,0.436,0.237,-0.084,0.082,0.062,0.02,0.591,0.374,0.217,0.322580645,0.580213904,5.67,168.1171,39.9489,0.7564,0.755,1789,-0.014823529
1E,B285,3,15%,18°C,3,Hg50,0.777,0.945,0.736,0.209,0.168,0.1122,0.0874,0.0248,0.8328,0.6486,0.1842,0.28375286,0.2839963,10.67,93.9726,38.7096,1.3112,1.269,914,0.01575
1E,B285,4,15%,18°C,3,Hg50,0.809,0.633,0.498,0.135,-0.176,0.0856,0.0723,0.0133,0.5474,0.4257,0.1217,0.18395574,0.285882077,7.67,148.5646,34.0036,0.7286,0.619,1333,-0.022956522
1E,Ant,1,15%,18°C,3,Hg50,0.811,0.898,0.622,0.276,0.087,0.1021,0.0781,0.024,0.7959,0.5439,0.252,0.307298335,0.463320463,10.67,208.5922,40.8506,0.6234,0.637,2323,0.00815625
2E,B290,5,15%,18°C,3,Hg50,0.811,0.995,0.71,0.285,0.184,0.1049,0.0733,0.0316,0.8901,0.6367,0.2534,0.431105048,0.397989634,11.33,99.4724,48.7818,1.561,1.904,1859,0.016235294
4E,B284,1,15%,18°C,1,Hg50,0.82,0.468,0.245,0.223,-0.352,0.0835,0.0612,0.0223,0.3845,0.1838,0.2007,0.364379085,1.091947769,0.00,50.09,32.2451,2.0491,1.652,1126,#DIV/0!
3E,B289,2,15%,18°C,1,Hg50,0.826,0.49,0.245,0.245,-0.336,0.0734,0.0558,0.0176,0.4166,0.1892,0.2274,0.315412186,1.201902748,1.67,88.6975,30.0506,1.0784,0.81,1059,-0.2016
4E,B290,1,15%,18°C,1,Hg50,0.831,0.444,0.215,0.229,-0.387,0.0832,0.0624,0.0208,0.3608,0.1526,0.2082,0.333333333,1.364351245,3.00,71.6349,28.4073,1.2623,0.896,1124,-0.129
